stock_1,stock_2,stock_3,stock_4,stock_5,stock_6,stock_7,stock_8,stock_9,stock_10
11.671905306956544,33.07152774686573,23.138299903263324,9.457921487758528,15.039797795989601,45.86573245095422,5.969483324225979,16.208627878728308,37.824919420669325,13.021864103804392
11.73539473299684,33.02713114091851,22.940864958004745,9.454480974955052,14.789497288684334,46.14088056704406,5.8345814537337635,16.551472997455605,38.70679237654957,12.647965008051914
11.684624786824392,32.87508157201345,22.726651906646236,9.45515713460554,14.814486536238913,46.42634400552492,5.996881537097819,16.46128196130269,39.24083564023127,13.028096539979595
11.77042368054472,33.18490718650654,23.14471760847229,9.490561958631448,14.874531809938754,45.82311805587781,5.817260478856178,16.347952708773253,37.42979175245806,12.549953624083999
11.706923957239189,33.224477590719395,23.222151078974978,9.840142869037953,14.996920577019392,46.36041545214641,5.845436331507839,15.9818069218408,37.1561824816264,12.787797960659727
11.786565489989735,33.48939487393729,23.053751482527055,9.492367561942439,14.724398723644985,46.83417531457574,5.986950249491929,15.937197704512204,35.65103078887896,12.764422070378716
11.886674545524956,33.44735466672073,23.137098240457036,9.65186751859346,14.627343693522077,46.525101627798094,6.061715392713181,16.301127740961302,34.926982399398945,12.726354476058336
11.918252414588821,33.85798413444426,22.78551522908647,9.439140116617006,14.73395805480263,47.54831063504688,6.00128018348574,16.23029425047031,35.37875766345959,13.058220627708911
12.142493780279514,34.01044821052592,22.758684803370713,9.625134774263536,14.929267307476122,48.951890898764354,6.080625883733816,16.51174943393536,35.84448260479026,12.512675213366013
12.217026547269368,34.32541847594492,22.77733772521854,9.970152839653323,15.014257634728105,48.642185213691526,6.082449385889002,16.21797149252959,35.19041049048932,12.177121074957906
12.111862036296513,34.29160912555315,22.23526931956591,9.707950741890885,14.944605058989403,49.42809106013396,5.990115776421358,15.974865067376436,34.20674455618582,12.077336951995713
12.188090553132264,33.959928333820656,22.476538234181692,9.91485193957609,15.079089106533075,48.57194396144052,6.138496348507307,16.333665395938418,33.150728420434895,12.237113628053065
12.217251659593828,33.30163351272523,22.209434400006387,9.707786855112191,15.087100594199637,47.91587019221519,6.015078565794221,16.234014613578914,34.028612098854026,12.206694132717088
12.433117297733807,33.24809840453165,22.417488207100384,10.002109692964094,15.086422990961113,47.93696909285341,5.681287478775507,15.69027273017749,34.10498174120256,11.940417086834808
12.50700082259642,33.75442999232657,22.496032061594118,9.7444282455249,14.95723126788406,47.20793497149544,5.755489171111741,16.10337991973718,35.02167423242923,12.255178118243101
12.644848393124715,33.65303985730592,22.008055349492633,9.560555986617052,15.0715792681888,45.689302118644655,5.907181790451955,16.552587650746133,36.15041233527718,11.980361366614062
12.563427387858777,34.07354079073706,22.098349549641238,9.578698775129332,15.064019211188288,46.39383538418127,5.842666418586482,16.84359692843661,37.461589863623765,12.001818019717287
12.814047910174576,34.17713549869109,21.794820147248924,9.770719328125349,15.143387757822476,46.523819515603456,6.089492595071329,16.792947447058605,35.8122864999231,11.698712992885431
12.860871127853805,34.27099720617749,22.468013461325086,9.73949175574295,15.141612681280334,45.9638019953839,6.130717309494673,16.850163540322665,35.86606663478452,11.817224613613593
13.038419805169395,34.81486281151367,22.772543085445434,9.85942864234571,15.207715701588228,45.98042718078141,6.147998683047812,16.86665890157802,32.981805537741565,12.232002523350463
12.849237382691273,34.46088006771996,22.946591189638692,10.05105092112812,15.312958982671756,47.51901416088593,6.034443633938792,16.917229380724795,33.156404438330604,12.793109906852454
13.261789264031007,34.27271897295617,22.915813701534454,9.955725421378498,15.122065341765328,47.89929797294042,5.526029057234904,15.864002841208654,33.886408502654646,12.266715379019043
13.229284268259326,34.37435341920073,22.826451562697002,9.606615365164066,15.142828627764413,48.94601722871197,5.574737467275837,15.537445191995202,33.30411334342518,12.55556854636458
13.229346061783401,34.177324901728305,23.040289659470705,9.317152405865828,15.056883796609858,50.54885938487267,5.728787458993637,14.938499789713786,33.19961262888996,12.523131316968817
13.184068858587342,33.59077381189304,22.877183235710437,9.074830520006746,14.974358608845844,49.92065182108819,5.803818595681517,15.119734828873357,33.83658443867726,12.88153401993653
13.047695614642155,33.981898830283086,22.72200387552569,8.348798140302943,14.864750466742867,49.3352545257793,5.984988273726233,14.599577631313638,33.980665638730066,12.817351398962973
12.794370247716689,34.0053428764124,22.789694307386036,8.591635160392883,14.921226577547673,48.12319185596748,6.120605283687275,14.585234920370535,34.00721861343811,13.429855433278318
12.811524457161738,34.27606499893867,22.904380262591985,8.650185981132827,14.815777919764127,48.34257887103073,6.503247595476501,14.51289295597834,33.983567267444634,13.323447362385682
12.448790271845178,33.61141870367035,23.125616895870493,8.425182509335997,14.692014878424482,49.75571734174196,6.5669780486489975,14.544000547876475,33.46252747162855,13.517251687313113
12.673333523475563,33.986619281798205,23.269253834269595,8.454362691230143,14.867197634948715,48.96314669592626,6.458429136391554,14.37983280055066,32.9777681720652,13.836410491650494
12.580643596366064,33.84842415073075,23.304136854657347,8.663864661381853,14.687819107197235,49.63588750858874,6.7469265138164225,14.268665506308407,33.698866643740246,13.822076009518623
12.931778302825295,33.70418095753748,23.01602777385072,8.662514464189302,14.873202929940282,49.59490471579748,6.627510272662189,14.626197287053506,34.74004640333799,13.750865681436348
12.602793974635395,33.97717440992588,23.249914103455378,8.998491397816357,14.932363267138216,49.24114822639374,6.587311435693195,14.696925140543764,36.01222140028724,14.086320958705844
12.430648482876137,33.991614740140456,23.499366479513917,8.995780250990476,14.840254915739507,48.85382406949402,6.761409799931669,15.016953864623947,36.00247822028327,13.936546310835809
12.154283287224368,34.36365804516761,23.18541620386112,9.083922845568472,14.853811643662175,48.700949645487114,6.552585965161519,15.017617178613198,35.70716177986733,13.795172635021482
11.855865346987926,34.01105172438357,23.155508132193155,9.243667621686638,14.892919268405375,48.86801596795339,6.6102363202102605,14.844691060960878,35.213502083543645,14.198093940876584
11.698723793247419,33.59794858160073,23.375998018006655,9.14732124222564,14.961421400276311,49.2468981513617,6.66644629514524,14.878964567514831,35.05879513570451,14.265695960393684
11.833356096378113,33.47550871538988,23.431749122763367,9.452703473071786,14.884336947100868,47.5681917151349,6.966632798875649,14.933643238414025,36.151387554364625,14.485047362501131
11.51758179522274,33.44746014425284,22.601301004868702,9.501183484678501,14.920230889367746,47.239519505789275,7.000880163733721,15.12736238550757,35.61399587813562,14.512980386165866
11.29694649186187,33.69796492635197,22.448335816005525,9.346074186796038,15.03098761367502,48.42533542658832,6.921561599599284,15.120751425914746,34.29935715941128,14.23687366099287
11.254592671655248,34.59733311866909,21.60731868734524,9.482616637166402,15.344149666312784,47.04456620477239,6.8520024706497225,15.402320407029054,35.02300572717206,14.204841217204004
11.231247007130499,33.536762253934114,22.039300599906245,9.61015705886674,15.469357368317123,46.58613326607326,6.741733951817018,15.386346096543585,36.48815277098094,14.013226707379161
11.117808036970006,33.954292057261014,22.595535522894767,9.943479197900007,15.608989422282592,44.58333146028705,6.409596976862169,15.361590542975955,36.99448815867724,13.9872003114667
11.330770145710998,34.09030946179669,22.181676884229994,9.802239714466163,15.507548967296124,44.136726378437054,6.334868633902229,15.063014639822837,37.27168867424724,14.091344744915217
11.231854563887552,34.14249054569125,22.278220271793746,9.894941975912383,15.509128487630004,43.7102332470782,6.362497316797136,15.232652977639418,37.1573599848959,14.236673625861759
11.141941227863184,33.25053118021187,22.13576259512403,10.072843445109433,15.353965963951612,45.07174274179354,6.246061658424165,15.578582204624277,36.761439266067796,14.185261395897726
11.146275687777646,32.85404337740257,21.89170487319993,9.998634854228536,15.130210577423158,44.642417056657955,6.275249664039764,15.556122161224181,36.78004655119632,14.669737624631814
11.04357269009252,32.38690325734251,22.4538141005609,9.773296335265858,15.12117181582042,44.66364029529772,6.080438108966449,15.233419604576174,35.133684056112514,14.54192981393527
11.010853553214544,32.62378055215047,22.839500995215364,9.920658927831767,15.073739962693558,44.96472442079026,6.066321120746067,15.52389245810823,35.13592121186881,14.50600104618729
10.972374722789873,32.60962777510526,23.06637287204347,10.171540287493217,14.954420823686794,44.96428500429474,6.411239127040602,15.253814994615531,35.347502836694694,14.327250525570047
11.006032428960726,33.02883933808441,23.27710124181882,10.243936140195485,14.939470898456097,45.469307349094464,6.546882361076944,15.510458339233473,33.91622434086585,14.333092975143629
11.095619297831991,32.033314105738356,23.372132793764784,10.078865606432117,14.687684093247256,45.51973157935169,5.92645122553585,15.81324260097207,34.177514327138425,14.5709274647697
11.115046689126931,32.25965337167589,23.95562373063094,9.880137241401169,14.534069836338745,46.06469790853396,5.91413882180492,15.648578122594145,34.671942433735246,14.604945043203985
11.114355036621086,32.0496475542891,23.385201870175916,9.670822364623543,14.490153719454032,45.77541477288622,5.6064761928516,15.636552843245264,34.898584652539036,15.058093639409075
11.057818554625586,31.78690310491709,24.09369032337733,9.72671389462044,14.600251813680114,45.497187377020616,5.492090134375096,15.449919581964073,34.75026867185935,14.591801269439596
11.202269486277272,31.68228668931513,24.39380565340396,9.871419732164409,14.632765084669627,46.0150910983369,5.614891097038074,15.496269442747593,35.06450752539555,14.48911572914919
10.997069706229748,31.086198631239576,24.829923575950815,9.8295826073481,14.494824117689898,46.08936336666499,5.799550796726998,15.458465174111009,35.8034113771929,14.556495168457614
10.94272372228546,31.061863747677897,24.521593163911785,9.606571844794153,14.49336430296475,45.1558528986162,5.529866771404571,15.44192080026715,35.19754028944258,14.593167385151009
10.949090931888062,30.940874152454406,24.33785144382745,9.55064237998129,14.6255188633233,43.551436685233334,5.829594439252503,15.129313382824064,35.77175004000865,14.562449037124885
10.812698394838957,30.73899589360119,23.754139967056243,9.54329241341403,14.808559883552366,43.81284966678242,5.80886395066151,14.976061191563936,36.29408089502924,14.439850192325817
10.96257114148581,30.46855984760713,23.55795414827054,9.81337732731357,14.835177091582311,44.692921783304755,5.650931697326438,14.911009044705425,36.233277186801324,14.568251908608138
10.917215538588913,30.17995624745005,23.987008350039737,10.01885115172193,14.937040902292509,44.97606895746753,5.44008275585732,14.692582442004559,36.27551657815716,14.546651596194852
11.040242101529554,29.393346209706763,23.405742416918244,9.935168758899223,14.861161864064211,44.32520061768888,5.553973228071631,14.724956167709081,36.27647725702943,14.481800359105744
10.950722597436927,29.41486917363692,22.9863729840674,9.946437419541924,14.79454488991651,43.407344433172426,5.758927818729583,14.449809373720528,35.65106143445174,14.567204730192946
11.145713198271626,29.518142333761904,22.9508032857723,9.90622417085212,14.836630846377068,43.109967575949696,5.626784795477314,14.833679334300982,36.222922060606386,14.517645800508237
11.226151150636223,29.540573862231142,22.654371994288677,9.888437396756759,14.862748583123759,42.64715220156162,6.04245132920459,14.626572734896003,36.17006734494949,14.504623736160712
11.105409889136553,29.077926395546466,22.6153556305708,9.900138653575743,14.784398372230978,42.24429524442333,6.201813286680089,14.50303465551307,36.416330674997916,14.493848702784744
11.010918394724719,29.478410371603584,22.25374239217377,9.823423891292908,14.826542503854744,42.90423761259706,6.25357802229807,14.217519796572057,36.46771937687631,14.497496676900875
11.173660596422318,28.468621537549343,22.449590025107454,9.689634696096379,14.85280493448044,42.85538199399402,6.153934346513113,14.354144198146306,35.466984941802714,14.498466119310438
